ID,Name,Alignment,Gender,EyeColor,Race,HairColor,Publisher,SkinColor,Height,Weight,Wiki_Bio
472,Morlun,0,Male,white / red,,Black,Marvel Comics,,188.0,79.0,"morlun () is a supervillain appearing in american comic books published by marvel comics. created by j. michael straczynski and john romita jr., the character first appeared in the amazing spider-man vol."
473,Morph,1,Male,white,,No Hair,Marvel Comics,,178.0,79.0,"changeling (kevin sydney) is a fictional character appearing in american comic books published by marvel comics. created by writer roy thomas and artist werner roth, the character first appeared in the x-men #35 (aug."
474,Moses Magnum,0,Male,brown,,Black,Marvel Comics,,175.0,72.0,"
== m'kraan ==


== m-11 ==
m-11 is a character appearing in american comic books published by marvel comics.
originally known as the human robot, the character was named ""m-11"" in the 2006 to 2007 agents of atlas miniseries as an allusion to its first appearance in menace #11 from atlas comics (marvel comics' 1950s predecessor)."
475,Mr Immortal,1,Male,blue,Mutant,Blond,Marvel Comics,,188.0,70.0,mr. immortal (craig hollis) is a fictional superhero appearing in american comic books published by marvel comics.
477,Ms Marvel II,1,Female,blue,,Red,Marvel Comics,,173.0,61.0,"captain marvel is the name of several superheroes appearing in american comic books published by marvel comics. most of these versions exist in marvel's main shared universe, known as the marvel universe."
478,Multiple Man,1,Male,blue,,Brown,Marvel Comics,,180.0,70.0,whiplash is the name of multiple supervillains appearing in american comic books published by marvel comics. they are commonly depicted as members of iron man's rogues gallery.
479,Mysterio,0,Male,brown,Human,No Hair,Marvel Comics,,180.0,79.0,"mysterio is the alias of several supervillains appearing in american comic books published by marvel comics. created by stan lee and steve ditko, the character first appeared in the amazing spider-man #13 (june 1964)."
480,Mystique,0,Female,yellow (without irises),Mutant,Red / Orange,Marvel Comics,blue,178.0,54.0,"mystique is a character appearing in american comic books published by marvel comics. created by writer chris claremont and artist david cockrum, the character first appeared in ms."
481,Namor,1,Male,,,,Marvel Comics,,183.0,83.0,"marvel comics is an american comic book publisher, a property of the walt disney company since december 31, 2009, and a subsidiary of disney publishing worldwide since march 2023. marvel was founded in 1939 by martin goodman as timely comics, and by 1951 had generally become known as atlas comics."
482,Namor,1,Male,grey,Atlantean,Black,Marvel Comics,,188.0,125.0,"marvel comics is an american comic book publisher, a property of the walt disney company since december 31, 2009, and a subsidiary of disney publishing worldwide since march 2023. marvel was founded in 1939 by martin goodman as timely comics, and by 1951 had generally become known as atlas comics."
483,Namora,1,Female,blue,,Blond,Marvel Comics,,180.0,85.0,"namora () (aquaria nautica neptunia) is a character appearing in american comic books published by marvel comics. created by artists ken bald and syd shores, the character first appeared in marvel mystery comics #82 (may 1947)."
484,Namorita,1,Female,blue,,Blond,Marvel Comics,,168.0,101.0,"namorita prentiss is a superhero appearing in american comic books published by marvel comics. created by writer and artist bill everett, the character first appeared in sub-mariner #50 (june 1972)."
487,Nebula,0,Female,blue,Luphomoid,No Hair,Marvel Comics,blue,185.0,83.0,"nebula is a character appearing in american comic books published by marvel comics. created by roger stern and john buscema, the character first appeared in the avengers #257 (july 1985)."
488,Negasonic Teenage Warhead,1,Female,black,Mutant,Black,Marvel Comics,,183.0,83.0,"negasonic teenage warhead (eloise olivia ""ellie"" phimister) is a superheroine appearing in american comic books published by marvel comics. created by grant morrison and frank quitely, the character first appeared in new x-men #115 (2001)."
489,Nick Fury,1,Male,brown,Human,Brown / White,Marvel Comics,,185.0,99.0,"nicholas joseph ""nick"" fury jr. (sgt."
490,Nightcrawler,1,Male,yellow,,Indigo,Marvel Comics,,175.0,88.0,"nightcrawler is a superhero appearing in american comic books published by marvel comics, commonly in association with the x-men. created by artist dave cockrum, he debuted in the comic book giant-size x-men #1 (may 1975)."
495,Northstar,1,Male,blue,,Black,Marvel Comics,,180.0,83.0,"northstar (jean-paul beaubier) is a fictional superhero appearing in american comic books published by marvel comics. created by chris claremont and john byrne, the character first appeared in the uncanny x-men #120 (april 1979) as a member of the canadian superhero team alpha flight."
496,Nova,1,Male,brown,Human,Brown,Marvel Comics,,185.0,86.0,"nova (richard ""rich"" rider) is a character appearing in american comic books published by marvel comics. the character appeared historically as the star of his own series, and at other times, as a supporting character in team books such as the new warriors."
497,Nova,1,Female,white,Human / Cosmic,Red,Marvel Comics,gold,163.0,59.0,"nova (richard ""rich"" rider) is a character appearing in american comic books published by marvel comics. the character appeared historically as the star of his own series, and at other times, as a supporting character in team books such as the new warriors."
498,Odin,1,Male,blue,God / Eternal,White,Marvel Comics,,206.0,293.0,"odin borson, the all-father is a fictional character appearing in american comic books published by marvel comics. first mentioned in journey into mystery #85 (oct."
500,Omega Red,0,Male,red,,Blond,Marvel Comics,,211.0,191.0,"omega red (arkady gregorivich rossovich) is a fictional character appearing in american comic books published by marvel comics, most commonly in association with the x-men. in 2009, omega red was ranked as ign's 95th-greatest comic book villain of all time."
504,Onslaught,0,Male,red,Mutant,No Hair,Marvel Comics,,305.0,405.0,"onslaught is a character appearing in american comic books published by marvel comics. created by writers scott lobdell and mark waid, and artist andy kubert, he first appeared in 1996 as a cameo in x-men: prime #1 before making his first full appearance in x-men vol."
511,Penance,1,,,,,Marvel Comics,,183.0,83.0,"robert ""robbie"" baldwin is a superhero appearing in american comic books published by marvel comics. created by artist steve ditko and writer tom defalco, the character first appeared in the amazing spider-man annual #22 (january 1988) originally known as speedball, as well as in civil war: front line #10 (january 2007) as penance."
512,Penance I,1,Female,,,,Marvel Comics,,183.0,83.0,"the hood (parker robbins) is a supervillain appearing in american comic books published by marvel comics. created by writer brian k. vaughan and artists kyle hotz and eric powell, the character first appeared in hood #1 (july 2002)."
513,Penance II,1,Male,blue,,Blond,Marvel Comics,,183.0,89.0,"the hood (parker robbins) is a supervillain appearing in american comic books published by marvel comics. created by writer brian k. vaughan and artists kyle hotz and eric powell, the character first appeared in hood #1 (july 2002)."
518,Phoenix,1,Female,green,Mutant,Red,Marvel Comics,,168.0,52.0,"the phoenix force is a fictional entity appearing in american comic books published by marvel comics. created by chris claremont and dave cockrum, the phoenix force is famous for its central role in the dark phoenix saga storyline, and is intrinsically linked to jean grey."
519,Plantman,0,Male,green,Mutant,Grey,Marvel Comics,,183.0,87.0,"plantman is the name of two supervillains appearing in american comic books published by marvel comics: samuel smithers (created by stan lee, joe carter, and dick ayers) and paul (created by nick spencer and ramon rosanas), both with the ability to control plants, samuel via technology and paul via biology. samuel also goes by the name blackheath as a member of the thunderbolts."
524,Polaris,1,Female,green,Mutant,Green,Marvel Comics,,170.0,52.0,polaris (dr. lorna sally dane) is a character appearing in american comic books published by marvel comics.
526,Power Man,1,Male,,Mutant,,Marvel Comics,,183.0,83.0,whiplash is the name of multiple supervillains appearing in american comic books published by marvel comics. they are commonly depicted as members of iron man's rogues gallery.
528,Professor X,1,Male,blue,Mutant,No Hair,Marvel Comics,,183.0,86.0,"storm is a superhero appearing in american comic books published by marvel comics. created by writer len wein and artist dave cockrum, the character first appeared in giant-size x-men #1 (may 1975)."
530,Proto-Goblin,0,Male,green,,Blond,Marvel Comics,,183.0,83.0,"spider-man is a superhero in american comic books published by marvel comics. created by writer-editor stan lee and artist steve ditko, he first appeared in the anthology comic book amazing fantasy #15 (august 1962) in the silver age of comic books."
531,Psylocke,1,Female,blue,Mutant,Purple,Marvel Comics,,180.0,70.0,"psylocke is the alias of two connected characters appearing in american comic books published by marvel comics, commonly in association with the x-men. both characters are depicted as mutants, a subspecies of humans born with an ""x-gene"" that grants superhuman abilities."
532,Punisher,1,Male,blue,Human,Black,Marvel Comics,,183.0,90.0,"the punisher (francis g. ""frank"" castle, born castiglione) is an antihero appearing in american comic books published by marvel comics. the character was created by writer gerry conway and artists john romita sr."
533,Purple Man,0,Male,purple,Human,Purple,Marvel Comics,purple,180.0,74.0,"the purple man is a supervillain appearing in american comic books published by marvel comics. created by writer stan lee and artist joe orlando, the character first appeared in daredevil #4 (1964)."
534,Pyro,0,Male,blue,,Blond,Marvel Comics,,178.0,68.0,"pyro is the name of two fictional characters appearing in american comic books published by marvel comics.
the first character known as pyro is st."
538,Quicksilver,1,Male,blue,Mutant,Silver,Marvel Comics,,183.0,79.0,quicksilver (pietro django maximoff) is a fictional character appearing in american comic books published by marvel comics. the character first appeared in the comic book the x-men #4 (march 1964) and was created by stan lee and jack kirby.
539,Quill,1,Male,brown,,Brown,Marvel Comics,,163.0,56.0,"
== quagmire ==
quagmire (jerome meyers) is a villain from the squadron supreme's universe and member of the institute of evil. he first appeared in squadron supreme #4 (december 1985), and was created by mark gruenwald."
546,Razor-Fist II,0,Male,blue,,No Hair,Marvel Comics,,191.0,117.0,razor fist is the name of three different supervillains appearing in american comic books published by marvel comics. the original razor fist was killed off in the comic books many years ago.
552,Red Skull,0,Male,blue,,No Hair,Marvel Comics,,188.0,108.0,"the red skull is the alias of several supervillains appearing in american comic books published by marvel comics. created by france herron, jack kirby, and joe simon, the character first appeared in captain america comics #1 (march 1941), in which his secret identity is revealed to be george maxon, but would later be retroactively established as merely a decoy who was working for the real red skull, johann shmidt."
558,Rhino,0,Male,brown,Human / Radiation,Brown,Marvel Comics,,196.0,320.0,"the rhino  (aleksei sytsevich; russian: алексей сицевич) is a fictional character appearing in american comic books published by marvel comics. he was created by writer stan lee and artist john romita sr., and first appeared in the amazing spider-man #41 (oct."
562,Ripcord,1,Female,green,,Black,Marvel Comics,,180.0,72.0,"stacy x (miranda leevald) is a fictional character appearing in american comic books published by marvel comics. created by writer joe casey and artist tom raney, she first appeared in uncanny x-men #399 (november 2001), when she was known as x-stacy, and later became known as ripcord."
568,Rocket Raccoon,1,Male,brown,Animal,Brown,Marvel Comics,,122.0,25.0,"rocket raccoon is a character appearing in american comic books published by marvel comics. created by writer bill mantlo and artist keith giffen, the character first appeared in marvel preview #7 (july 1976)."
569,Rogue,1,Female,green,,Brown / White,Marvel Comics,,173.0,54.0,"rogue is a character appearing in american comic books published by marvel comics, commonly in association with the x-men. created by writer chris claremont and artist michael golden, she first appeared in avengers annual #10 (1981)."
570,Ronin,1,Male,blue,Human,Blond,Marvel Comics,,191.0,104.0,no data
572,Sabretooth,0,Male,amber,Mutant,Blond,Marvel Comics,,198.0,171.0,"sabretooth is a character appearing in american comic books published by marvel comics. created by chris claremont and john byrne, he first appeared in iron fist #14 (august 1977) and was initially depicted as a serial killer known as ""the slasher"", before being developed into a villain associated with the x-men during the ""mutant massacre"" crossover in 1986."
573,Sage,1,Female,blue,,Black,Marvel Comics,,170.0,61.0,"sage, real name teresia karisik, is a character appearing in american comic books published by marvel comics. she has most often been associated with the x-men and the hellfire club, whom she spied upon under the alias tessa for charles xavier."
575,Sasquatch,1,Male,red,,Orange,Marvel Comics,,305.0,900.0,sasquatch (walter langkowski) is a superhero appearing in american comic books published by marvel comics. he first appeared in the uncanny x-men #120 (april 1979) and was created by john byrne and chris claremont.
579,Scarlet Spider,1,Male,blue,Human,Blond,Marvel Comics,,178.0,74.0,"the scarlet spider is an alias used by several fictional characters appearing in american comic books published by marvel comics, most notably ben reilly and kaine parker, both of whom are genetic clones of peter parker, the superhero spider-man. his main costume is similar to spider-man's consisting of a red spandex bodysuit and mask complemented by a blue sleeveless hoodie sweatshirt adorned with a large spider symbol on both sides, along with a utility belt and bulkier web-shooters around his wrists."
580,Scarlet Spider II,1,Male,brown,Clone,Brown,Marvel Comics,,193.0,113.0,"mephisto is a fictional character appearing in american comic books published by marvel comics. the character first appeared in silver surfer #3 (december 1968), and was created by stan lee and john buscema and based on mephistopheles: a demon character from the faust legend, who has sometimes been referred to as mephisto."
581,Scarlet Witch,0,Female,blue,Mutant,Brown,Marvel Comics,,170.0,59.0,"the scarlet witch is a fictional character appearing in american comic books published by marvel comics. created by writer stan lee and artist jack kirby, the character first appeared in the x-men #4 in march 1964, in the silver age of comic books."
582,Scorpia,0,Female,green,,Red,Marvel Comics,,183.0,83.0,no data
583,Scorpion,0,Male,brown,Human,Brown,Marvel Comics,,211.0,310.0,no data
584,Sebastian Shaw,0,Male,,Mutant,,Marvel Comics,,183.0,83.0,sebastian hiram shaw is a supervillain appearing in american comic books published by marvel comics. he has been frequently depicted as an adversary of the x-men.
586,Shadow King,1,,red,,,Marvel Comics,,185.0,149.0,"legion (david charles haller) is a fictional character appearing in american comic books published by marvel comics, typically as a villain or supporting character in stories featuring the x-men and related characters.
he is the mutant son of charles xavier and gabrielle haller."
588,Shadowcat,1,Female,hazel,Mutant,Brown,Marvel Comics,,168.0,50.0,"katherine anne ""kitty"" pryde is a character appearing in american comic books published by marvel comics, commonly in association with the x-men. the character first appeared in the uncanny x-men #129 (january 1980) and was co-created by writer-artist john byrne and writer chris claremont."
589,Shang-Chi,1,Male,brown,Human,Black,Marvel Comics,,178.0,79.0,"zheng shang-chi, also known as the master of kung fu and brother hand, is a superhero appearing in american comic books published by marvel comics. the character was created by writer steve englehart and artist jim starlin, debuting in special marvel edition #15 (december 1973) in the bronze age of comic books, and starring in his own solo title until 1983."
590,Shatterstar,1,Male,brown,,Red,Marvel Comics,,191.0,88.0,"shatterstar (gaveedra-seven; earth name: benjamin russell) is a mutant superhero appearing in american comic books published by marvel comics. created by writer fabian nicieza and artist rob liefeld, the character first appeared in the new mutants #99 (march 1991), after which he became a member of the superhero team x-force."
591,She-Hulk,1,Female,green,Human,Green,Marvel Comics,,201.0,315.0,"she-hulk (jennifer susan walters) is a  character appearing in american comic books published by marvel comics. created by writer stan lee and artist john buscema, she first appeared in the savage she-hulk #1 (november 1979)."
592,She-Thing,1,Female,blue,Human / Radiation,No Hair,Marvel Comics,,183.0,153.0,"the man-thing (dr. theodore ""ted"" sallis) is a fictional character appearing in american comic books published by marvel comics."
593,Shocker,0,Male,brown,Human,Brown,Marvel Comics,,175.0,79.0,"the shocker (herman schultz) is a supervillain appearing in american comic books published by marvel comics. created by stan lee and john romita sr, the character debuted in the amazing spider-man #46 in march 1967."
594,Shriek,1,Female,yellow / blue,,Black,Marvel Comics,,173.0,52.0,"shriek (frances louise barrison) is a supervillain appearing in american comic books published by marvel comics. she is usually depicted as an enemy of spider-man, and the lover of cletus kasady known as carnage."
596,Sif,1,Female,blue,Asgardian,Black,Marvel Comics,,188.0,191.0,"sif is a character appearing in american comic books published by marvel comics. created by stan lee and jack kirby, the character first appeared in journey into mystery #102 (march 1964)."
597,Silk,1,Female,brown,Human,Black,Marvel Comics,,183.0,83.0,"silk is a  superhero appearing in american comic books published by marvel comics. created by dan slott and humberto ramos, she first appeared in the amazing spider-man #1 (april 2014)."
600,Silver Surfer,1,Male,white,Alien,No Hair,Marvel Comics,silver,193.0,101.0,"the silver surfer is a character appearing in american comic books published by marvel comics. the character also appears in a number of movies, television, and video game adaptations."
601,Silverclaw,1,Female,brown,,Black,Marvel Comics,,157.0,50.0,lists of the debut appearances of superhero characters by marvel comics.
606,Siryn,0,Female,blue,,Strawberry Blond,Marvel Comics,,168.0,52.0,"siryn (theresa maeve rourke cassidy) is a superhero appearing in american comic books published by marvel comics. created by writer chris claremont and artist steve leialoha, the character first appeared in spider-woman #37 (april 1981)."
607,Skaar,1,Male,green,,Black,Marvel Comics,,198.0,180.0,"skaar is a superhero appearing in american comic books published by marvel comics, usually as a supporting character in stories featuring his father, the hulk, who conceived skaar with the extraterrestrial caiera during the 2006–2007 ""planet hulk"" storyline. created by writer greg pak and artist john romita jr., the earliest version of the character appeared in a cameo in an alternate history story in what if?"
608,Snake-Eyes,0,Male,,Animal,,Marvel Comics,,183.0,83.0,"snake eyes (also known as snake-eyes) is a fictional character from the g.i. joe: a real american hero toyline, comic books, and animated series, created by larry hama. he is one of the original and most popular members of the g.i. joe team, and is most known for his relationships with scarlett and storm shadow."
609,Snowbird,1,Female,white,,Blond,Marvel Comics,,178.0,49.0,no data
612,Songbird,1,Female,green,,Red / White,Marvel Comics,,165.0,65.0,"songbird (melissa gold), formerly known as screaming mimi, is a superhero appearing in american comic books published by marvel comics. originally a supervillain, she possesses supersonic sound abilities that can cause a variety of effects."
616,Speedball,1,Male,,,,Marvel Comics,,183.0,83.0,"robert ""robbie"" baldwin is a superhero appearing in american comic books published by marvel comics. created by artist steve ditko and writer tom defalco, the character first appeared in the amazing spider-man annual #22 (january 1988) originally known as speedball, as well as in civil war: front line #10 (january 2007) as penance."
619,Spider-Carnage,0,Male,,Symbiote,,Marvel Comics,,183.0,83.0,"""maximum carnage"" is a 14-part comic book crossover published in marvel comics' spider-man family of titles in 1993. it featured spider-man, venom, and a host of other superheroes teaming up to face venom's murderous offspring carnage and his team of supervillains."
620,Spider-Girl,1,Female,blue,Human,Brown,Marvel Comics,,170.0,54.0,marvel comics 2 was an imprint from marvel comics whose comic books depict an alternative future timeline for the marvel universe. the imprint was spun off from the events of what if?
621,Spider-Gwen,1,Female,blue,Human,Blond,Marvel Comics,,165.0,56.0,"spider-woman (gwendolyne maxine ""gwen"" stacy; colloquially: spider-gwen, gwenom, also known as ghost-spider) is a superhero appearing in american comic books published by marvel comics. she was created by jason latour and robbi rodriguez."
622,Spider-Man,1,Male,hazel,Human,Brown,Marvel Comics,,178.0,74.0,"spider-man is a superhero in american comic books published by marvel comics. created by writer-editor stan lee and artist steve ditko, he first appeared in the anthology comic book amazing fantasy #15 (august 1962) in the silver age of comic books."
623,Spider-Man,1,,red,Human,Brown,Marvel Comics,,178.0,77.0,"spider-man is a superhero in american comic books published by marvel comics. created by writer-editor stan lee and artist steve ditko, he first appeared in the anthology comic book amazing fantasy #15 (august 1962) in the silver age of comic books."
624,Spider-Man,1,Male,brown,Human,Black,Marvel Comics,,157.0,56.0,"spider-man is a superhero in american comic books published by marvel comics. created by writer-editor stan lee and artist steve ditko, he first appeared in the anthology comic book amazing fantasy #15 (august 1962) in the silver age of comic books."
625,Spider-Woman,1,Female,green,Human,Black,Marvel Comics,,178.0,59.0,"spider-woman is the code name of several fictional characters in comic books published by marvel comics. the first major version is jessica drew (and later impersonated by veranke), the second major version is julia carpenter, and the third major version is mattie franklin."
626,Spider-Woman II,1,Female,,,,Marvel Comics,,183.0,83.0,"spider-woman (gwendolyne maxine ""gwen"" stacy; colloquially: spider-gwen, gwenom, also known as ghost-spider) is a superhero appearing in american comic books published by marvel comics. she was created by jason latour and robbi rodriguez."
627,Spider-Woman III,1,Female,brown,,Brown,Marvel Comics,,173.0,55.0,"spider-man (miles gonzalo morales ) is a superhero and the third predominant spider-man to appear in american comic books published by marvel comics, created in 2011 by writer brian michael bendis and artist sara pichelli, along with input by marvel's then-editor-in-chief axel alonso. born as a modern reimagining of the popular character, miles morales debuted in ultimate comics: fallout #4."
628,Spider-Woman IV,0,Female,red,,White,Marvel Comics,,178.0,58.0,"the vulture is the alias of several supervillains appearing in american comic books published by marvel comics, most of whom are depicted as enemies of the superhero spider-man and part of his adversaries composing his rogues gallery, typically using special suits which allow them to fly at vast speeds.
the first incarnation of the character, isidoro scarlotti, is an italian scientist and an enemy of the original human torch and toro."
630,Spyke,1,Male,brown,Mutant,Blond,Marvel Comics,,183.0,83.0,"spyke (evan daniels) is a fictional character created by writer robert n. skir and artist steven e. gordon for the wb animated superhero series x-men: evolution, which is based on american comic books published by marvel comics. voiced by neil denis, the character is a high school student with the mutant ability to project spikes out of his body."
631,Stacy X,1,Female,,,,Marvel Comics,,183.0,83.0,"stacy x (miranda leevald) is a fictional character appearing in american comic books published by marvel comics. created by writer joe casey and artist tom raney, she first appeared in uncanny x-men #399 (november 2001), when she was known as x-stacy, and later became known as ripcord."
632,Star-Lord,1,Male,blue,Human-Spartoi,Blond,Marvel Comics,,188.0,79.0,"star-lord (peter jason quill) is a superhero appearing in american comic books published by marvel comics. created by steve englehart and steve gan, the character first appeared in marvel preview #4 (january 1976)."
633,Stardust,1,Male,,,,Marvel Comics,,183.0,83.0,stardust (lambda-zero) is a character appearing in the comic books published by marvel comics and existing in that company's marvel universe. stardust is one of the many heralds of galactus.
640,Storm,1,Female,blue,Mutant,White,Marvel Comics,,180.0,57.0,"storm is a superhero appearing in american comic books published by marvel comics. created by writer len wein and artist dave cockrum, the character first appeared in giant-size x-men #1 (may 1975)."
642,Sunspot,1,Male,brown,Mutant,black,Marvel Comics,,173.0,77.0,"sunspot (roberto ""bobby"" da costa) is a superhero appearing in american comic books published by marvel comics. the character is most commonly associated with x-men-related groups, the new mutants and x-force."
648,Swarm,0,Male,yellow,Mutant,No Hair,Marvel Comics,yellow,196.0,47.0,no data
650,Synch,1,Male,brown,,Black,Marvel Comics,,180.0,74.0,no data
655,Taskmaster,0,Male,brown,Human,Brown,Marvel Comics,,188.0,99.0,"taskmaster (anthony ""tony"" masters) is a fictional character appearing in american comic books published by marvel comics. created by writer david michelinie and artist george pérez, the character made his debut in the avengers #195 (may 1980)."
656,Tempest,1,Female,brown,,Black,Marvel Comics,,163.0,54.0,"tempest, in comics, may refer to:"
657,Thanos,0,Male,red,Eternal,No Hair,Marvel Comics,purple,201.0,443.0,"thanos () is a supervillain appearing in american comic books published by marvel comics. created by writer-artist jim starlin, the character first appeared in the invincible iron man #55 (cover date february 1973)."
660,Thing,1,Male,blue,Human / Radiation,No Hair,Marvel Comics,,183.0,225.0,"the thing (benjamin jacob ""ben"" grimm) is a fictional superhero character appearing in american comic books published by marvel comics. he is a founding member of the fantastic four."
661,Thor,1,Male,blue,Asgardian,Blond,Marvel Comics,,198.0,288.0,"thor odinson is a superhero appearing in american comic books published by marvel comics, based on the god from old norse religion and mythology, thor (þórr). created by artist jack kirby, writer stan lee, and scripter larry lieber, the character first appeared in journey into mystery #83 (1962) and first received his own title with thor #126 (1966)."
662,Thor Girl,1,Female,blue,Asgardian,Blond,Marvel Comics,,175.0,143.0,"thor girl (tarene) is a superheroine appearing in american comic books published by marvel comics. created by writer dan jurgens and artist john romita jr., the character first appeared in thor vol."
663,Thunderbird,1,Male,brown,,Black,Marvel Comics,,185.0,101.0,"thunderbird (john proudstar) is a character appearing in american comic books published by marvel comics. created by writer len wein and artist dave cockrum, the character first appears in giant-size x-men #1 (may 1975)."
664,Thunderbird II,1,Male,,,,Marvel Comics,,183.0,83.0,"james jonathan proudstar, known first as thunderbird and then as warpath, is a character appearing in american comic books published by marvel comics, commonly in association with the x-men. proudstar first appears as the second thunderbird in new mutants #16 (june 1984)."
665,Thunderbird III,1,Male,brown,,Black,Marvel Comics,,175.0,74.0,thunderbird (neal shaara) is a character appearing in american comic books published by marvel comics. the character was depicted briefly as a member of the x-men.
666,Thunderstrike,1,Male,blue,,Blond,Marvel Comics,,198.0,288.0,"thunderstrike is the name of two fictional characters appearing in american comic books published by marvel comics.
eric masterson has appeared as thor and later thunderstrike."
667,Thundra,1,Female,green,,Red,Marvel Comics,,218.0,158.0,thundra is a fictional character appearing in american comic books published by marvel comics. she is often aligned with the fantastic four.
668,Tiger Shark,0,Male,grey,Human,No Hair,Marvel Comics,grey,185.0,203.0,"tiger shark (todd arliss) is a supervillain appearing in american comic books published by marvel comics. created by writer roy thomas and artist john buscema, the character first appeared in prince namor, the sub-mariner #5 (september 1968)."
669,Tigra,1,Female,green,,Auburn,Marvel Comics,,178.0,81.0,"tigra (greer grant nelson) is a superhero appearing in american comic books published by marvel comics. created by writer-editor roy thomas and artist wally wood (marie severin was then brought in to help layout the art), with her early adventures written by linda fite, the character first appeared as the superpowered and gadget-wielding crime fighter the cat in the claws of the cat #1 (november 1972)."
670,Tinkerer,0,Male,brown,,White,Marvel Comics,,163.0,54.0,the tinkerer (phineas mason) is a fictional character appearing in american comic books published by marvel comics. the character is usually depicted as an adversary of the superhero spider-man and the father of rick mason.
673,Toxin,1,Male,blue,Symbiote,Brown,Marvel Comics,,188.0,97.0,toxin is a fictional character appearing in american comic books published by marvel comics. he has been depicted as a superhero and at times a supervillain.
674,Toxin,1,Male,black,Symbiote,Blond,Marvel Comics,,191.0,117.0,toxin is a fictional character appearing in american comic books published by marvel comics. he has been depicted as a superhero and at times a supervillain.
679,Triton,1,Male,green,Inhuman,No Hair,Marvel Comics,green,188.0,86.0,"triton is a character appearing in american comic books published by marvel comics. created by stan lee and jack kirby, the character first appeared in fantastic four #45 (december 1965)."
681,Ultragirl,1,Female,blue,,Blond,Marvel Comics,,168.0,105.0,"
== uatu ==


== ulik ==


== ultimate nullifier ==
ultimate nullifier is the name of several characters appearing in american comic books published by marvel comics. they have no connection with the ultimate nullifier device."
682,Ultron,0,Male,red,Android,,Marvel Comics,silver,206.0,331.0,"ultron () is a supervillain appearing in american comic books published by marvel comics. created by writer roy thomas and artist john buscema, the character first appeared as an unnamed character in the avengers #54 (july 1968), with his first full appearance in the avengers #55 (august 1968)."
683,Utgard-Loki,0,Male,blue,Frost Giant,White,Marvel Comics,,15.2,58.0,"
== uatu ==


== ulik ==


== ultimate nullifier ==
ultimate nullifier is the name of several characters appearing in american comic books published by marvel comics. they have no connection with the ultimate nullifier device."
684,Vagabond,1,Female,blue,,Strawberry Blond,Marvel Comics,,168.0,54.0,"
== vagabond ==
vagabond (priscilla lyons) is the former partner and girlfriend of nomad (jack monroe). she prevented black racer's assassination attempt on sidewinder."
686,Valkyrie,1,Female,blue,,Blond,Marvel Comics,,191.0,214.0,"valkyrie, also known by her asgardian name brunnhilde, is a superheroine appearing in american comic books published by marvel comics. created by steve englehart and sal buscema, the character first appeared in defenders #4 (november 1972)."
687,Vanisher,0,Male,green,,No Hair,Marvel Comics,,165.0,79.0,"
== t-ray ==


== taegukgi ==

taegukgi (tae-won) is a character appearing in american comic books published by marvel comics. the character, created by jed mackay and alessandro vitti, first appeared in taskmaster (vol."
689,Venom,0,Male,blue,Symbiote,Strawberry Blond,Marvel Comics,,191.0,117.0,"venom, also known formally as ""the symbiote"", is a character appearing in american comic books published by marvel comics. the character is a sentient alien symbiote with an amorphous, liquid-like form, who survives by bonding with a host, usually human."
690,Venom II,0,Male,brown,,Black,Marvel Comics,,175.0,50.0,"venom, also known formally as ""the symbiote"", is a character appearing in american comic books published by marvel comics. the character is a sentient alien symbiote with an amorphous, liquid-like form, who survives by bonding with a host, usually human."
691,Venom III,0,Male,brown,Symbiote,Brown,Marvel Comics,,229.0,334.0,"venom, also known formally as ""the symbiote"", is a character appearing in american comic books published by marvel comics. the character is a sentient alien symbiote with an amorphous, liquid-like form, who survives by bonding with a host, usually human."
693,Vertigo II,1,Female,blue,,Silver,Marvel Comics,,168.0,52.0,"throughout its history of publications, marvel comics has produced many inter-company crossover stories combining characters from different series. the following is a list of crossover events involving superheroes and characters from other series."
695,Vindicator,1,Female,green,Human,Red,Marvel Comics,,165.0,54.0,"guardian (james hudson; also known as weapon alpha or vindicator) is a fictional superhero appearing in american comic books published by marvel comics. created by john byrne, the character made his first appearance in the uncanny x-men #109 (february 1978) which was co-plotted by byrne and his long-time collaborator chris claremont."
696,Vindicator,1,Male,,,,Marvel Comics,,183.0,83.0,"guardian (james hudson; also known as weapon alpha or vindicator) is a fictional superhero appearing in american comic books published by marvel comics. created by john byrne, the character made his first appearance in the uncanny x-men #109 (february 1978) which was co-plotted by byrne and his long-time collaborator chris claremont."
699,Vision,1,Male,gold,Android,No Hair,Marvel Comics,red,191.0,135.0,"the vision is a superhero appearing in american comic books published by marvel comics. created by roy thomas and artist john buscema, the character first appeared in the avengers #57 (published in august 1968)."
700,Vision II,1,,red,,No Hair,Marvel Comics,,191.0,135.0,"a night-vision device (nvd), also known as a night optical/observation device (nod) or night-vision goggle (nvg), is an optoelectronic device that allows visualization of images in low levels of light, improving the user's night vision.
the device enhances ambient visible light and converts near-infrared light into visible light which can then be seen by humans; this is known as i2 (image intensification)."
702,Vulcan,1,Male,black,,Black,Marvel Comics,,183.0,83.0,vulcan (gabriel summers) is a fictional character appearing in american comic books published by marvel comics. he first appeared in x-men: deadly genesis #1 (january 2006).
